prompt,response
"Show a square that flips horizontally, rotates 135 degrees counterclockwise, then smoothly transforms into a pink semi-transparent circle before fading out.","from manim import *
class SquareToCircle(Scene):
    def construct(self):
        circle = Circle()
        square = Square()
        square.flip(RIGHT)
        square.rotate(-3 * TAU / 8)
        circle.set_fill(PINK, opacity=0.5)
        self.play(Create(square))
        self.play(Transform(square, circle))
        self.play(FadeOut(square))"
"Place three consecutive triangles in the middle: yellow, red and blue, then swap them.","from manim import *
class TriangleSwap(Scene):
    def construct(self):
        triangle1 = Triangle(color=YELLOW, fill_opacity=1)
        triangle2 = Triangle(color=RED, fill_opacity=1)
        triangle3 = Triangle(color=BLUE, fill_opacity=1)
        triangle1.scale(0.8)
        triangle2.scale(0.8)
        triangle3.scale(0.8)
        triangles = VGroup(triangle1, triangle2, triangle3)
        triangles.arrange(RIGHT, buff=1)
        self.play(
            Create(triangle1),
            Create(triangle2),
            Create(triangle3),
            Write(label1),
            Write(label2),
            Write(label3)
        )
        self.wait(1)
        self.play(
            triangle1.animate.move_to(triangle3.get_center()),
            triangle3.animate.move_to(triangle1.get_center())
        )
        self.wait(0.5)    
        self.play(
            Transform(label1, new_label1),
            Transform(label3, new_label3)
        )
        self.wait(1)
        self.play(
            triangle2.animate.move_to(triangle1.get_center()),
            triangle1.animate.move_to(triangle2.get_center())
        )
        self.wait(0.5)
        self.play(
            Transform(label1, final_label1),
            Transform(label2, final_label2),
            Transform(label3, final_label3)
        )
        self.wait(2)"
"Draw three circles, the first one is large red, the second one is medium blue, the third one is small white, then make the first one smaller and the second one larger","from manim import *
class CircleResize(Scene):
    def construct(self):
        circle1 = Circle(radius=1.5, color=RED, fill_opacity=1)
        circle2 = Circle(radius=1.0, color=BLUE, fill_opacity=1)
        circle3 = Circle(radius=0.5, color=WHITE, fill_opacity=1)
        circles = VGroup(circle1, circle2, circle3)
        circles.arrange(RIGHT, buff=1)
        self.play(Create(circle1), Create(circle2), Create(circle3))
        self.wait(1)
        self.play(
            circle1.animate.scale(0.5),
            circle2.animate.scale(1.5)
        )
        self.wait(2)"
"Draw three circles, the first one is large red, the second one is medium blue, the third one is small white, then make the first one smaller and the second one larger","from manim import *
class CircleResize(Scene):
    def construct(self):
        circle1 = Circle(radius=1.5, color=RED, fill_opacity=1)
        circle2 = Circle(radius=1.0, color=BLUE, fill_opacity=1)
        circle3 = Circle(radius=0.5, color=WHITE, fill_opacity=1)
        circles = VGroup(circle1, circle2, circle3)
        circles.arrange(RIGHT, buff=1)
        self.play(Create(circle1), Create(circle2), Create(circle3))
        self.wait(1)
        self.play(
            circle1.animate.scale(0.5),
            circle2.animate.scale(1.5)
        )
        self.wait(2)"
"Show the formula: x^2 + y^2 = 2, then graph with a circle","from manim import *
class CircleEquation(Scene):
    def construct(self):
        equation = MathTex(""x^2 + y^2 = 2"")
        equation.scale(1.5)
        self.play(Write(equation))
        self.wait(1)
        self.play(equation.animate.to_edge(UP))
        axes = Axes(
            x_range=[-2, 2, 1],
            y_range=[-2, 2, 1],
            x_length=6,
            y_length=6
        )
        circle = Circle(radius=np.sqrt(2), color=YELLOW)
        circle.move_to(axes.coords_to_point(0, 0))
        self.play(Create(axes))
        self.play(Create(circle))
        self.wait(2)"
Demonstrate how a straight line appears on a graph.,"from manim import *
class LineOnGraph(Scene):
    def construct(self):
        axes = Axes(
            x_range=[-3, 3, 1],
            y_range=[-3, 3, 1],
            x_length=7,
            y_length=7
        )
        self.play(Create(axes))
        line = axes.plot(lambda x: 0.5 * x + 1, color=RED, stroke_width=4)
        self.play(Create(line))
        self.wait(2)"
Demonstrate how a hyperbola appears on a graph.,"from manim import *
class HyperbolaOnGraph(Scene):
    def construct(self):
        axes = Axes(
            x_range=[-3, 3, 1],
            y_range=[-3, 3, 1],
            x_length=7,
            y_length=7
        )
        self.play(Create(axes))
        hyperbola1 = axes.plot(lambda x: 1/x, x_range=[0.3, 3, 0.01], color=RED, stroke_width=4)
        hyperbola2 = axes.plot(lambda x: 1/x, x_range=[-3, -0.3, 0.01], color=RED, stroke_width=4)
        self.play(Create(hyperbola1), Create(hyperbola2))
        self.wait(2)"
Demonstrate how a smooth parabola appears on a graph.,"from manim import *
class ParabolaOnGraph(Scene):
    def construct(self):
        axes = Axes(
            x_range=[-2, 2, 1],
            y_range=[-1, 4, 1],
            x_length=7,
            y_length=7
        )
        self.play(Create(axes))
        parabola = axes.plot(lambda x: x**2, color=BLUE, stroke_width=4)
        self.play(Create(parabola), run_time=3)
        self.wait(2)"
"Show four figures: a circle, a square, triangles, and a rhombus. Then the following inscriptions should appear in turn: above the circle: ""This is a circle,"" above the square: ""This is a square,"" above the triangle: ""This is a triangle,"" above the rhombus: ""This is a rhombus."" ","from manim import *
class ShapesWithLabels(Scene):
    def construct(self):
        circle = Circle(color=RED, fill_opacity=0.5)
        square = Square(color=BLUE, fill_opacity=0.5)
        triangle = Triangle(color=GREEN, fill_opacity=0.5)
        rhombus = Polygon([-1,0,0], [0,1,0], [1,0,0], [0,-1,0], color=YELLOW, fill_opacity=0.5)
        shapes = VGroup(circle, square, triangle, rhombus)
        shapes.arrange_in_grid(2, 2, buff=1.5)
        self.play(LaggedStart(
            Create(circle),
            Create(square),
            Create(triangle),
            Create(rhombus),
            lag_ratio=0.3
        ))
        circle_label = Text(""This is circle"", font_size=24).next_to(circle, UP)
        square_label = Text(""This is square"", font_size=24).next_to(square, UP)
        triangle_label = Text(""This is triangle"", font_size=24).next_to(triangle, UP)
        rhombus_label = Text(""This is rhombus"", font_size=24).next_to(rhombus, UP)
        self.play(Write(circle_label))
        self.wait(0.5)
        self.play(Write(square_label))
        self.wait(0.5)
        self.play(Write(triangle_label))
        self.wait(0.5)
        self.play(Write(rhombus_label))
        self.wait(2)"
"Show how the next line will appear in turn under the previous one, starting from the upper right corner: ""x² + 2x + 1 = 0"", ""(x + 1)² = 0"", ""x = - 1"" ","from manim import *
class EquationsSequence(Scene):
    def construct(self):
        eq1 = MathTex(""x^2 + 2x + 1 = 0"")
        eq2 = MathTex(""(x + 1)^2 = 0"")
        eq3 = MathTex(""x = -1"")
        eq1.to_corner(UP + RIGHT)
        eq2.next_to(eq1, DOWN, aligned_edge=RIGHT)
        eq3.next_to(eq2, DOWN, aligned_edge=RIGHT)
        self.play(Write(eq1))
        self.wait(0.5)
        self.play(Write(eq2))
        self.wait(0.5)
        self.play(Write(eq3))
        self.wait(2)"
"Show how the next line will appear in turn under the previous one, starting from the upper right corner: ""x² + 2x + 1 = 0"", ""(x + 1)² = 0"", ""x = - 1"", then a graph with a parabola shifted to the left","from manim import *
class EquationsWithGraph(Scene):
    def construct(self):
        eq1 = MathTex(""x^2 + 2x + 1 = 0"")
        eq2 = MathTex(""(x + 1)^2 = 0"")
        eq3 = MathTex(""x = -1"")
        eq1.to_corner(UP + RIGHT)
        eq2.next_to(eq1, DOWN, aligned_edge=RIGHT)
        eq3.next_to(eq2, DOWN, aligned_edge=RIGHT)
        self.play(Write(eq1))
        self.wait(0.5)
        self.play(Write(eq2))
        self.wait(0.5)
        self.play(Write(eq3))
        self.wait(1)
        axes = Axes(
            x_range=[-3, 1, 1],
            y_range=[-1, 4, 1],
            x_length=6,
            y_length=5
        )
        axes.shift(LEFT * 2)
        parabola = axes.plot(lambda x: (x + 1)**2, color=BLUE, stroke_width=4)
        self.play(Create(axes))
        self.play(Create(parabola))
        self.wait(2)"
Show how many colorful shapes move across the screen.,"from manim import *
class ColorfulShapesMovement(Scene):
    def construct(self):
        circle = Circle(color=RED, fill_opacity=0.8)
        square = Square(color=BLUE, fill_opacity=0.8)
        triangle = Triangle(color=GREEN, fill_opacity=0.8)
        star = Star(color=PURPLE, fill_opacity=0.8)
        circle.move_to(LEFT * 5)
        square.move_to(UP * 3)
        triangle.move_to(RIGHT * 5)
        star.move_to(DOWN * 3)
        self.play(Create(circle), Create(square), Create(triangle), Create(star))
        self.play(
            circle.animate.move_to(RIGHT * 5),
            square.animate.move_to(DOWN * 3),
            triangle.animate.move_to(LEFT * 5),
            star.animate.move_to(UP * 3)
        )
        self.play(
            circle.animate.move_to(UP * 3 + RIGHT * 3),
            square.animate.move_to(UP * 3 + LEFT * 3),
            triangle.animate.move_to(DOWN * 3 + LEFT * 3),
            star.animate.move_to(DOWN * 3 + RIGHT * 3)
        )
        self.play(
            circle.animate.move_to(ORIGIN),
            square.animate.move_to(ORIGIN),
            triangle.animate.move_to(ORIGIN),
            star.animate.move_to(ORIGIN)
        )
        self.wait(1)"
Show how many colorful stripes move across the screen.,"from manim import *
class MovingStripes(Scene):
    def construct(self):
        colors = [RED, ORANGE, YELLOW, GREEN, BLUE, PURPLE]
        stripes = VGroup()
        for i, color in enumerate(colors):
            stripe = Rectangle(
                height=0.3,
                width=8,
                color=color,
                fill_opacity=0.8
            )
            stripe.move_to(UP * (2 - i * 0.8))
            stripes.add(stripe)
        self.play(Create(stripes))
        self.play(
            stripes.animate.shift(RIGHT * 3),
            run_time=2
        )
        self.play(
            stripes.animate.shift(LEFT * 6),
            run_time=2
        )
        self.play(
            stripes.animate.arrange(DOWN, buff=0.5).move_to(ORIGIN),
            run_time=2
        )
        self.play(
            stripes.animate.rotate(PI/2).arrange(RIGHT, buff=0.3).move_to(ORIGIN),
            run_time=2
        )
        self.wait(1)"
"Show how many multi-colored stripes move across the screen, smoothly move to the upper right corner and disappear there.","from manim import *
class StripesToCorner(Scene):
    def construct(self):
        colors = [RED, ORANGE, YELLOW, GREEN, BLUE, PURPLE, PINK, TEAL]
        stripes = VGroup()
        for i, color in enumerate(colors):
            stripe = Rectangle(
                height=0.2,
                width=6,
                color=color,
                fill_opacity=0.8
            )
            stripe.move_to(LEFT * 5 + UP * (2 - i * 0.5))
            stripes.add(stripe)
        self.play(LaggedStart(*[Create(stripe) for stripe in stripes], lag_ratio=0.1))
        self.wait(0.5)
        target_pos = UP * 3 + RIGHT * 5
        animations = []
        for stripe in stripes:
            animations.append(stripe.animate.move_to(target_pos).scale(0.3))
        self.play(LaggedStart(*animations, lag_ratio=0.1), run_time=3)
        self.play(FadeOut(stripes), run_time=1)
        self.wait(1)"
Demonstrate the appearance of multi-colored five-pointed stars.,"from manim import *
class ColorfulStars(Scene):
    def construct(self):
        colors = [RED, ORANGE, YELLOW, GREEN, BLUE, PURPLE, PINK, TEAL, GOLD, MAROON]
        stars = VGroup()
        for i in range(10):
            star = Star(outer_radius=0.3, color=colors[i], fill_opacity=0.9)
            star.move_to([-4 + (i % 5) * 2, 2 - (i // 5) * 2, 0])
            stars.add(star)
        self.play(LaggedStart(*[Create(star) for star in stars], lag_ratio=0.1))
        self.wait(2)"
Show a 3D graph with a sphere in the center and rotate it.,"from manim import *
class ThreeDSphere(ThreeDScene):
    def construct(self):
        self.set_camera_orientation(phi=75 * DEGREES, theta=30 * DEGREES)
        axes = ThreeDAxes()
        sphere = Surface(
            lambda u, v: np.array([
                np.cos(u) * np.cos(v),
                np.cos(u) * np.sin(v),
                np.sin(u)
            ]),
            u_range=[-PI/2, PI/2],
            v_range=[0, TAU],
            color=BLUE,
            resolution=(20, 20)
        )
        self.play(Create(axes), Create(sphere))
        self.wait(1)
        self.begin_ambient_camera_rotation(rate=0.5)
        self.wait(4)
        self.stop_ambient_camera_rotation()
        self.wait(1)"
Show a 3D graph with a cube in the center and rotate it.,"from manim import *
class ThreeDCube(ThreeDScene):
    def construct(self):
        self.set_camera_orientation(phi=75 * DEGREES, theta=30 * DEGREES)
        axes = ThreeDAxes()
        cube = Cube(side_length=2, color=RED, fill_opacity=0.8)
        self.play(Create(axes), Create(cube))
        self.wait(1)
        self.begin_ambient_camera_rotation(rate=0.5)
        self.wait(4)
        self.stop_ambient_camera_rotation()
        self.wait(1)"
"Draw the graph of the function 2x² - 4x + 5 and label it below: ""2x² - 4x + 5"".","from manim import *
class QuadraticFunction(Scene):
    def construct(self):
        axes = Axes(
            x_range=[-2, 4, 1],
            y_range=[0, 10, 2],
            x_length=7,
            y_length=6
        )
        graph = axes.plot(lambda x: 2*x**2 - 4*x + 5, color=BLUE, stroke_width=4)
        label = MathTex(""2x^2 - 4x + 5"").next_to(axes, DOWN)
        self.play(Create(axes))
        self.play(Create(graph))
        self.play(Write(label))
        self.wait(2)"
"Draw the graph of the function x^2 + (y - x ^ (2/3)) ^ 2 = 1 and label it below: ""x^2 + (y - x ^ (2/3)) ^ 2 = 1"".","from manim import *
class ImplicitFunction(Scene):
    def construct(self):
        axes = Axes(
            x_range=[-2, 2, 0.5],
            y_range=[-2, 2, 0.5],
            x_length=7,
            y_length=7
        )
        graph = ImplicitFunction(
            lambda x, y: x**2 + (y - x**(2/3))**2 - 1,
            color=RED,
            stroke_width=4
        )
        label = MathTex(""x^2 + (y - x^{2/3})^2 = 1"").next_to(axes, DOWN)
        self.play(Create(axes))
        self.play(Create(graph))
        self.play(Write(label))
        self.wait(2)"
Show the cube and rotate the camera around it.,"from manim import *
class RotatingCubeCamera(ThreeDScene):
    def construct(self):
        self.set_camera_orientation(phi=75 * DEGREES, theta=30 * DEGREES)
        cube = Cube(side_length=2, color=BLUE, fill_opacity=0.8)
        self.play(Create(cube))
        self.wait(1)
        self.move_camera(phi=75 * DEGREES, theta=450 * DEGREES, run_time=6)
        self.wait(1)"
Write only a Pythagorean Theorem,"from manim import *
class PythagoreanTheorem(Scene):
    def construct(self):
        tex = MathTex(r""a^2 + b^2 = c^2"")
        self.add(tex)
        self.wait()
"
"Just write the formula of the Pythagorean theorem in white first, and then paint it red.","from manim import *
class PythagoreanTheorem(Scene):
    def construct(self):
        pythagorean_theorem = MathTex(
            r""a^{2} + b^{2} = c^{2}""
        )
        self.play(Write(pythagorean_theorem))
        self.wait(1)
        self.play(
            Transform(pythagorean_theorem[0], pythagorean_theorem[0].copy().set_color(RED)),
        )
        self.wait(1)"
Write only Newton's second law formula,"from manim import *
class NewtonsSecondLaw(Scene):
    def construct(self):
        self.play(Write(MathTex(r""F = m \cdot a"")), run_time=2)
        self.wait(1)"
Write only Newton's second law in pulse form,"from manim import *\nclass NewtonsSecondLaw(Scene):\n    def construct(self):\n        self.play(Write(MathTex(r""\vec{F} = \frac{d\vec{p}}{dt}"")), run_time=2)\n        self.wait(1)
"
Write only the Mendeleev-Klaperon equation,"from manim import *
class MendeleevKlaperon(Scene):
    def construct(self):
        self.play(Write(MathTex(r""pV = 
u RT"")), run_time=2)
        self.wait(1)
"
Write down the Mendeleev-Klaperon equation by coloring the letters in different colors,"from manim import *
class MendeleevKlaperon(Scene):
    def construct(self):
        equation = MathTex(
            r""pV = 
u RT"",
            substrings_to_isolate=[""p"", ""V"", r""
u"", ""R"", ""T""]
        )
        equation.set_color_by_tex(""p"", YELLOW)
        equation.set_color_by_tex(""V"", BLUE)
        equation.set_color_by_tex(r""
u"", GREEN)
        equation.set_color_by_tex(""R"", RED)
        equation.set_color_by_tex(""T"", ORANGE)
        self.play(Write(equation))
        self.wait(2)
"
Write Dalton's law,"from manim import *
class DaltonsLaw(Scene):
    def construct(self):
        title = Text(""Dalton's Law"", font_size=48)
        title.set_color(BLUE)
        formula = MathTex(r""P_{	ext{total}} = \sum_{i=1}^{n} p_i"")
        formula.set_color(WHITE)
        title.to_edge(UP, buff=0.75)
        formula.next_to(title, DOWN, buff=1.0)
        self.play(Write(title))
        self.wait(0.5)
        self.play(Write(formula))
        self.wait(2)
"
Write only Dalton's law,"from manim import *
class DaltonsLaw(Scene):
    def construct(self):
        tex = MathTex(r""P_{	ext{total}} = \sum_{i=1}^{n} p_i"")
        self.add(tex)
        self.wait()
"
Write Pythagorean Theorem,"from manim import *
class PythagoreanTheorem(Scene):
    def construct(self):
        title = Text(""Pythagorean Theorem"", font_size=48)
        title.set_color(BLUE)
        formula = MathTex(r""a^2 + b^2 = c^2"")
        formula.set_color(WHITE)
        title.to_edge(UP, buff=0.75)
        formula.next_to(title, DOWN, buff=1.0)
        self.play(Write(title))
        self.wait(0.5)
        self.play(Write(formula))
        self.wait(2)
"
Write the Mendeleev-Klaperon equation,"from manim import *
class MendeleevKlaperon(Scene):
    def construct(self):
        title = Text(""The Mendeleev-Klaperon equation"", font_size=48)
        title.set_color(BLUE)
        formula = MathTex(r""pV = 
u RT"")
        formula.set_color(YELLOW)
        title.to_edge(UP, buff=0.75)
        formula.next_to(title, DOWN, buff=1.0)
        self.play(Write(title))
        self.wait(0.5)
        self.play(Write(formula))
        self.wait(2)
"
"Create a text ""Colors"" where each letter is colored in a random bright color.","from manim import *
class IterateColor(Scene):
    def construct(self):
        text = Text(""Colors"", font_size=96)
        for letter in text:
            letter.set_color(random_bright_color())
        self.add(text)
"
"Write two identical phrases ""fl ligature"" under each other. Leave the standard typographic ligatures for the upper word (fused spelling), and disable them for the lower one so that the letters are displayed separately.","from manim import *
class DisableLigature(Scene):
    def construct(self):
        li = Text(""fl ligature"",font_size=96)
        nli = Text(""fl ligature"", disable_ligatures=True, font_size=96)
        self.add(Group(li, nli).arrange(DOWN, buff=.8))
"
"Show two identical texts ""Hello"" and ""World"" on different lines located side by side. Make the usual line spacing for the left text, and the 4—fold increase for the right one.","from manim import *
class LineSpacing(Scene):
    def construct(self):
        a = Text(""Hello
World"", line_spacing=1)
        b = Text(""Hello
World"", line_spacing=4)
        self.add(Group(a,b).arrange(LEFT, buff=5))
"
"Write the phrase ""Hello World"". In the word ""Hello"", apply a red-to-green gradient to all letters except the first and last. In the word ""World"", apply a gradient from red to blue to the entire word.","from manim import *
class HelloWorld(Scene):
    def construct(self):
        t2gindices = Text(
            'Hello',
            t2g={
                '[1:-1]': (RED,GREEN),
            },
        ).move_to(LEFT)
        t2gwords = Text(
            'World',
            t2g={
                'World':(RED,BLUE),
            },
        ).next_to(t2gindices, RIGHT)
        self.add(t2gindices, t2gwords)
"
"Show the words ""Hello"" and ""World"" next to each other. In the word ""Hello"", apply a red-to-green gradient to all letters except the first and last. In the word ""World"", apply a gradient from red to blue to the entire word.","from manim import *
class HelloWorld(Scene):
    def construct(self):
        t2gindices = Text(
            'Hello',
            t2g={
                '[1:-1]': (RED,GREEN),
            },
        ).move_to(LEFT)
        t2gwords = Text(
            'World',
            t2g={
                'World':(RED,BLUE),
            },
        ).next_to(t2gindices, RIGHT)
        self.add(t2gindices, t2gwords)
"
"Create a ""Hello"" text with a smooth color gradient from red through blue to green","from manim import *
class HelloGradient(Scene):
    def construct(self):
        t = Text(""Hello"", gradient=(RED, BLUE, GREEN), font_size=96)
        self.add(t)
"
"Write the phrase ""Hello World"". In the word ""Hello"", highlight in blue all the letters except the first and last. In the word ""World"", highlight all the letters ""r"" and ""l"" in red.","from manim import *
class HelloWorld(Scene):
    def construct(self):
        t2cindices = Text('Hello', t2c={'[1:-1]': BLUE}).move_to(LEFT)
        t2cwords = Text('World',t2c={'rl':RED}).next_to(t2cindices, RIGHT)
        self.add(t2cindices, t2cwords)
"
"Show the two words ""Hello"" and ""World"" next to each other. In the word ""Hello"", highlight in blue all the letters except the first and last. In the word ""World"", highlight all the letters ""r"" and ""l"" in red.","from manim import *
class HelloWorld(Scene):
    def construct(self):
        t2cindices = Text('Hello', t2c={'[1:-1]': BLUE}).move_to(LEFT)
        t2cwords = Text('World',t2c={'rl':RED}).next_to(t2cindices, RIGHT)
        self.add(t2cindices, t2cwords)
"
Write red text,"from manim import *
class RedText(Scene):
    def construct(self):
        col = Text(""RED COLOR"", color=RED)
        self.add(col)
"
"Write ""Italic"" in italics.","from manim import *
class ItalicText(Scene):
    def construct(self):
        a = Text(""Italic"", slant=ITALIC)
        self.add(a)
"
"Create a visualization showing all the font thickness (weight) options available in the Manim library. Display them in a vertical list, ordered by numerical value — from the lightest to the boldest font. For the name of each weight, use the text style corresponding to that weight. Take the ""Open Sans"" font and scale the group for easy display.
","from manim import *
class DifferentWeight(Scene):
    def construct(self):
        import manimpango
        g = VGroup()
        weight_list = dict(
            sorted(
                {
                    weight: manimpango.Weight(weight).value
                    for weight in manimpango.Weight
                }.items(),
                key=lambda x: x[1],
            )
        )
        for weight in weight_list:
            g += Text(weight.name, weight=weight.name, font=""Open Sans"")
        self.add(g.arrange(DOWN).scale(0.5))
"
"Write ""Noto Sans"" in Noto Sans font.","from manim import *
class NotoSansText(Scene):
    def construct(self):
        ft = Text(""Noto Sans"", font=""Noto Sans"")
        self.add(ft)
"
"Create an animation with text, where the main part of the line is colored red, and the separate phrase ""except this"" is highlighted in yellow, using the MarkupText class for formatting.","from manim import *
class SingleLineColor(Scene):
    def construct(self):
        text = MarkupText(
            f'all in red <span fgcolor=""{YELLOW}"">except this</span>', color=RED
        )
        self.add(text)
"
"Write ""Hello world"" in very large letters.","from manim import *
class HelloWorld(Scene):
    def construct(self):
        text = Text(""Hello world"", font_size=144)
        self.add(text)
"
"Write ""Hello world"" in a very large font","from manim import *
class HelloWorld(Scene):
    def construct(self):
        text = Text(""Hello world"", font_size=144)
        self.add(text)
"
Draw a pink circle,"from manim import *
class PinkCircle(Scene):
    def construct(self):
        circle = Circle()
        circle.set_fill(PINK, opacity=0.5)
        self.play(Create(circle))
"
"Draw a rotated square, which then turns into a pink circle.","from manim import *
class SquareToCircle(Scene):
    def construct(self):
        circle = Circle()  
        circle.set_fill(PINK, opacity=0.5)
        square = Square()
        square.rotate(PI / 4)
        self.play(Create(square))
        self.play(Transform(square, circle))
        self.play(FadeOut(square))
"
Draw a pink circle with a blue square to the right of it.,"from manim import *
class SquareAndCircle(Scene):
    def construct(self):
        circle = Circle()
        circle.set_fill(PINK, opacity=0.5)
        square = Square()
        square.set_fill(BLUE, opacity=0.5)
        square.next_to(circle, RIGHT, buff=0.5)
        self.play(Create(circle), Create(square))
"
Draw a square that rotates and then turns into a pink circle.,"from manim import *
class AnimatedSquareToCircle(Scene):
    def construct(self):
        circle = Circle()
        square = Square()
        self.play(Create(square))
        self.play(square.animate.rotate(PI / 4))
        self.play(Transform(square, circle))
        self.play(
            square.animate.set_fill(PINK, opacity=0.5)
        )
"
"Draw a blue and green square. The blue square is decreasing and increasing, and the green one is spinning","from manim import *
class DifferentRotations(Scene):
    def construct(self):
        left_square = Square(color=BLUE, fill_opacity=0.7).shift(2 * LEFT)
        right_square = Square(color=GREEN, fill_opacity=0.7).shift(2 * RIGHT)
        self.play(
            left_square.animate.rotate(PI), Rotate(right_square, angle=PI), run_time=2
        )
        self.wait()
"
Draw a circle that turns into a square and then into a triangle.,"from manim import *
class TransformCycle(Scene):
    def construct(self):
        a = Circle()
        t1 = Square()
        t2 = Triangle()
        self.add(a)
        self.wait()
        for t in [t1,t2]:
            self.play(Transform(a,t))"
Draw a red circle that disappears in a second.,"from manim import *

class CreateCircle(Scene):
    def construct(self):
        circle = Circle()
        self.add(circle)
        self.wait(1)
        self.remove(circle)
        self.wait(1)"
"Draw a circle, a square and a triangle.","from manim import *

class Shapes(Scene):
    def construct(self):
        circle = Circle()
        square = Square()
        triangle = Triangle()
        circle.shift(LEFT)
        square.shift(UP)
        triangle.shift(RIGHT)
        self.add(circle, square, triangle)
        self.wait(1)"
"Draw a yellow square, a pink triangle and a circle with a green border 20 pixels thick.","from manim import *

class Shapes(Scene):
    def construct(self):
        circle = Circle().shift(LEFT)
        square = Square().shift(UP)
        triangle = Triangle().shift(RIGHT)
        circle.set_stroke(color=GREEN, width=20)
        square.set_fill(YELLOW, opacity=1.0)
        triangle.set_fill(PINK, opacity=0.5)
        self.add(circle, square, triangle)
        self.wait(1)"
"The red square turns into a white one, and then it jumps up and scrolls","from manim import *

class AnimateOfSquare(Scene):
    def construct(self):
        square = Square().set_fill(RED, opacity=1.0)
        self.add(square)
        self.play(square.animate.set_fill(WHITE))
        self.wait(1)
        self.play(square.animate.shift(UP).rotate(PI / 3))
        self.wait(1)"
The square is creeping up,"from manim import *

class ShiftedSquare(Scene):
    def construct(self):
        square = Square()
        self.add(square)
        self.play(square.animate.shift(UP), run_time=3)
        self.wait(1)"
Animate the counter from 0 to 100 with hundredths,"from manim import *

class Count(Animation):
    def __init__(self, number: DecimalNumber, start: float, end: float, **kwargs) -> None:
        super().__init__(number,  **kwargs)
        self.start = start
        self.end = end
    def interpolate_mobject(self, alpha: float) -> None:
        value = self.start + (self.rate_func(alpha) * (self.end - self.start))
        self.mobject.set_value(value)
class CountingScene(Scene):
    def construct(self):
        number = DecimalNumber().set_color(WHITE).scale(5)
        number.add_updater(lambda number: number.move_to(ORIGIN))
        self.add(number)
        self.wait()
        self.play(Count(number, 0, 100), run_time=4, rate_func=linear)
        self.wait()"
"Build an open polyline on three sides of the square. In the upper-right corner, display the coordinates of its beginning, end, and center. Then add large colored dots at the key positions of this line: the beginning, the end, the centers of the links. After that, mark all its reference points with small dots and, finally, draw the polyline itself.","from manim import *
import numpy as np

class ColorfulDots(Scene):
    def construct(self):
        p1 = [-1,-1, 0]
        p2 = [ 1,-1, 0]
        p3 = [ 1, 1, 0]
        p4 = [-1, 1, 0]
        a  = Line(p1,p2).append_points(Line(p2,p3).points).append_points(Line(p3,p4).points)
        point_start  = a.get_start()
        point_end    = a.get_end()
        point_center = a.get_center()
        self.add(Text(f""a.get_start() = {np.round(point_start,2).tolist()}"", font_size=24).to_edge(UR).set_color(YELLOW))
        self.add(Text(f""a.get_end() = {np.round(point_end,2).tolist()}"", font_size=24).next_to(self.mobjects[-1],DOWN).set_color(RED))
        self.add(Text(f""a.get_center() = {np.round(point_center,2).tolist()}"", font_size=24).next_to(self.mobjects[-1],DOWN).set_color(BLUE))
        self.add(Dot(a.get_start()).set_color(YELLOW).scale(2))
        self.add(Dot(a.get_end()).set_color(RED).scale(2))
        self.add(Dot(a.get_top()).set_color(GREEN_A).scale(2))
        self.add(Dot(a.get_bottom()).set_color(GREEN_D).scale(2))
        self.add(Dot(a.get_center()).set_color(BLUE).scale(2))
        self.add(Dot(a.point_from_proportion(0.5)).set_color(ORANGE).scale(2))
        self.add(*[Dot(x) for x in a.points])
        self.add(a)"
Draw a red square on a white background that stretches into a tilted rectangle.,"from manim import *

class SquareToRectangle(Scene):
    def construct(self):
        self.camera.background_color = WHITE
        m1 = Square().set_color(RED)
        m2 = Rectangle().set_color(RED).rotate(0.2)
        self.play(Transform(m1,m2))"
"Draw blue and red squares on the white next to each other, which turn into circles.","from manim import *

class SquaresToCircles(Scene):
    def construct(self):
        self.camera.background_color = WHITE
        m1a = Square().set_color(RED).shift(LEFT)
        m1b = Circle().set_color(RED).shift(LEFT)
        m2a = Square().set_color(BLUE).shift(RIGHT)
        m2b = Circle().set_color(BLUE).shift(RIGHT)
        points = m2a.points
        points = np.roll(points, int(len(points)/4), axis=0)
        m2a.points = points
        self.play(Transform(m1a,m1b),Transform(m2a,m2b), run_time=1)"
"Write ""Hello 你好 LaTeX"" using a font size of 144.","from manim import *

class HelloLatex(Scene):
    def construct(self):
        tex = Tex('Hello 你好 \LaTeX', tex_template=TexTemplateLibrary.ctex, font_size=144)
        self.add(tex)"
Write down a multi-line mathematical equation with successive transformations: the value of the function f(x) is calculated in steps starting from 3+2+1 and it is gradually simplified to 6.,"from manim import *

class Equation(Scene):
    def construct(self):
        tex = MathTex(r'f(x) &= 3 + 2 + 1\ &= 5 + 1 \ &= 6', font_size=96)
        self.add(tex)"
